scheme_code,scheme_name,Risk
102053, SBI MAGNUM MEDIUM DURATION FUND - REGULAR PLAN - GROWTH,Low to Moderate
102054, SBI Magnum Medium Duration Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),Low to Moderate
102055, SBI Magnum Income Plus Fund - Savings Plan (G),Low to Moderate
102056, SBI Magnum Income Plus Fund - Savings Plan (D),Low to Moderate
102060, ICICI Prudential Gilt Fund Investment Plan PF Option - Growth,Low to Moderate
102061, SBI MAGNUM GILT FUND -  GROWTH - PF (Fixed Period - 1 Yr) Option,Low to Moderate
102107, Franklin INDIA LIFE STAGE FUND OF FUNDS - THE 20S PLAN (G),Low to Moderate
102108, Franklin India Life Stage Fund of Funds - 20s Plan - IDCW ,Low to Moderate
102109, Franklin INDIA LIFE STAGE FUND OF FUNDS - THE 30S PLAN (G),Low to Moderate
102110, Franklin India Life Stage Fund of Funds - 30s Plan - IDCW ,Low to Moderate
102111, Franklin India Life Stage Fund of Funds - 40s Plan - IDCW ,Low to Moderate
102112, Franklin INDIA LIFE STAGE FUND OF FUNDS - THE 40S PLAN (G),Low to Moderate
102113, Franklin India Life Stage Fund of Funds - 50s Plus Plan - IDCW ,Low to Moderate
102114, Franklin INDIA LIFE STAGE FUND OF FUNDS - THE 50+S PLAN (G),Low to Moderate
102118, Tata Equity Savings Fund- Regular Plan - Periodic Payout of IDCW Option,Low to Moderate
102133, ICICI Prudential Passive Strategy Fund (FOF) - Growth,Low to Moderate
102134, ICICI Prudential Passive Strategy Fund (FOF) - IDCW,Low to Moderate
102135, ICICI Prudential Thematic Advantage Fund (FOF) - Growth,Low to Moderate
102136, ICICI Prudential Thematic Advantage Fund (FOF) - IDCW,Low to Moderate
102137, ICICI Prudential Asset Allocator Fund (FOF) - Growth,Low to Moderate
102138, ICICI Prudential Asset Allocator Fund (FOF) - IDCW,Low to Moderate
102139, ICICI Prudential Income Optimizer Fund (FOF) - Growth,Low to Moderate
102140, ICICI Prudential Income Optimizer Fund (FOF) - IDCW,Low to Moderate
102141, ICICI Prudential Debt Management Fund (FOF) - Growth,Low to Moderate
102143, ICICI Prudential Debt Management Fund (FOF ) - IDCW,Low to Moderate
102147, HDFC Hybrid Debt Fund - Growth Plan,Low to Moderate
102148, HDFC Hybrid Debt Fund - IDCW Monthly,Low to Moderate
102149, HDFC Hybrid Debt Fund - IDCW Quarterly,Low to Moderate
102172, Nippon India Hybrid Bond Fund-Growth Plan,Low to Moderate
102173, NIPPON INDIA HYBRID BOND FUND - MONTHLY IDCW Option,Low to Moderate
102174, NIPPON INDIA HYBRID BOND FUND - QUARTERLY IDCW Option,Low to Moderate
102205, SBI Dynamic Bond Fund - REGULAR PLAN - Growth,Low to Moderate
102206, SBI Dynamic Bond Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),Low to Moderate
102207, SBI MAGNUM NRI FLEXIASSET PLAN-GROWTH,Low to Moderate
102208, SBI MAGNUM NRI FLEXIASSET PLAN-DIVIDEND,Low to Moderate
102248, ICICI Prudential Gilt Fund Treasury Plan PF Option - Growth,Low to Moderate
102251, HSBC Flexi Cap Fund - IDCW,Low to Moderate
102252, HSBC Flexi Cap Fund - Growth,Low to Moderate
102260, HSBC Regular Savings Fund - Monthly IDCW ,Low to Moderate
102261, HSBC Regular Savings Fund - Quarterly IDCW,Low to Moderate
102262, HSBC Regular Savings Fund - Growth,Low to Moderate
102272, SBI NIFTY INDEX FUND - REGULAR PLAN - GROWTH,Low to Moderate
102273, SBI Nifty Index Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),Low to Moderate
102326, Tata Mid Cap Growth Fund-Regular Plan - IDCW Option,Low to Moderate
102328, Tata Mid Cap Growth Fund Regular Plan- Growth Option,Low to Moderate
102330, ICICI Prudential Regular Savings Fund - Plan - Growth,Low to Moderate
102331, ICICI Prudential Regular Savings Fund - Plan - Monthly IDCW,Low to Moderate
102336, Principal Global Opportunities Fund- Income Distribution CUM Capital Withdrawal Option,Low to Moderate
102337, Principal Global Opportunities Fund-Growth Option,Low to Moderate
102398, UTI-Transpotation and Logistics  Fund-Growth Option,Low to Moderate
102414, SBI CONTRA FUND - REGULAR PLAN -GROWTH,Low to Moderate
102428, Tata Equity P/E Fund Regular Plan - Payout of IDCW-Option B(10%),Low to Moderate
102431, Nippon India Pharma Fund-Growth Plan-Growth Option,Low to Moderate
102432, Nippon India Pharma Fund-Growth Plan-Bonus Option,Low to Moderate
102433, NIPPON INDIA PHARMA FUND - IDCW Option,Low to Moderate
102441, Franklin India Liquid Fund - Institution-Growth,Low to Moderate
102442, Franklin India Liquid Fund - Institutional Plan - Weekly - IDCW,Low to Moderate
102443, Franklin India Liquid Fund - Institutional Plan - Daily - IDCW,Low to Moderate
102452, HDFC Low Duration  Fund - Growth,Low to Moderate
102453, HDFC Low Duration  Fund - Weekly IDCW,Low to Moderate
102503, SBI  SAVINGS FUND - REGULAR PLAN - GROWTH,Low to Moderate
102504, SBI Savings Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),Low to Moderate
102505, SBI CREDIT RISK FUND - REGULAR PLAN - GROWTH,Low to Moderate
102506, SBI Credit Risk Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),Low to Moderate
102507, OLD-SBI Magnum Income Fund - F R P - Long Term - Inst. (G),Low to Moderate
102528, ICICI Prudential MidCap Fund - Growth,Low to Moderate
102529, ICICI Prudential MidCap Fund - IDCW,Low to Moderate
102546, Franklin India Life Stage Fund Of Funds - 50s Plus Floating Rate Plan - IDCW ,Low to Moderate
102547, Franklin India Life Stage Fund of Funds - The 50s Plus Flo (Gro),Low to Moderate
102594, ICICI Prudential Value Discovery Fund - Growth,Low to Moderate
102595, ICICI Prudential Value Discovery Fund - IDCW,Low to Moderate
102672, Tata Liquid Fund -Regular Plan - Growth Option,Low to Moderate
102673, Nippon India Floating Rate Fund - Growth Plan-Growth Option,Low to Moderate
102675, NIPPON INDIA FLOATING RATE FUND - MONTHLY IDCW Option,Low to Moderate
102676, NIPPON INDIA FLOATING RATE FUND - DAILY IDCW REINVESTMENT Option,Low to Moderate
102677, NIPPON INDIA FLOATING RATE FUND - WEEKLY IDCW Option,Low to Moderate
102722, Principal Low Duration Fund- Growth Option,Low to Moderate
102723, Principal Low Duration Fund - Weekly Income Distribution CUM Capital Withdrawal Option,Low to Moderate
102724, Principal Low Duration Fund- Monthly Income Distribution CUM Capital Withdrawal Option,Low to Moderate
102741, ICICI Prudential Medium Term Bond Fund - Growth,Low to Moderate
102743, ICICI Prudential Medium Term Bond Fund-Plan B-Growth,Low to Moderate
102751, Nippon India Consumption Fund-Growth Plan-Growth Option,Low to Moderate
102752, Nippon India Consumption Fund-Growth Plan-Bonus Option,Low to Moderate
102753, NIPPON INDIA CONSUMPTION FUND - IDCW Option,Low to Moderate
102756, SBI FOCUSED EQUITY FUND - REGULAR PLAN -GROWTH,Low to Moderate
102760, HDFC Focused 30 Fund - GROWTH PLAN,Low to Moderate
102761, HDFC Focused 30 Fund - IDCW PLAN,Low to Moderate
102765, SBI Focused Equity Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),Low to Moderate
102766, Aditya Birla Sun Life Dynamic Bond Fund -Regular - Quarterly IDCW,Low to Moderate
102767, Aditya Birla Sun Life Dynamic Bond Fund - Growth - Regular Plan,Low to Moderate
102807, Principal Dividend Yield Fund-Growth Plan,Low to Moderate
102808, Principal Dividend Yield Fund- Half Yearly Income Distribution CUM Capital Withdrawal Plan,Low to Moderate
102823, SBI HEALTHCARE OPPORTUNITIES FUND - REGULAR PLAN -GROWTH,Low to Moderate
102846, Nippon India Balanced Advantage Fund-Growth Plan-Growth Option,Low to Moderate
102847, Nippon India Balanced Advantage Fund-Growth Plan-Bonus Option,Low to Moderate
102848, NIPPON INDIA BALANCED ADVANTAGE FUND - IDCW Option,Low to Moderate
102849, Nippon India Dynamic Bond Fund-Growth Plan-Growth Option,Low to Moderate
102851, NIPPON INDIA DYNAMIC BOND FUND - IDCW Option,Low to Moderate
102860, SBI Savings Fund - Regular Plan Weekly Income Distribution cum Capital Withdrawal Option (IDCW),Low to Moderate
102883, Franklin India Equity Advantage Fund - Growth Plan,Low to Moderate
102884, Franklin India Equity Advantage Fund - IDCW ,Low to Moderate
102885, SBI EQUITY HYBRID FUND - REGULAR PLAN -Growth,Low to Moderate
102941, SBI Magnum MIDCAP FUND - REGULAR PLAN - GROWTH,Low to Moderate
102942, SBI Magnum MidCap Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),Low to Moderate
102947, HDFC Hybrid Equity Fund - IDCW Plan,Low to Moderate
102948, HDFC Hybrid Equity Fund - Growth Plan,Low to Moderate
103006, HSBC Small Cap Equity Fund - Growth,Low to Moderate
103007, HSBC Small Cap Equity Fund - IDCW,Low to Moderate
103024, SBI LARGE & MIDCAP FUND- REGULAR PLAN -Growth,Low to Moderate
103026, UTI-Dividend Yield Fund.-Growth,Low to Moderate
103027, ICICI Prudential Blended Plan A - Growth,Low to Moderate
103028, ICICI Prudential Blended Plan A -  Dividend,Low to Moderate
103034, SBI MAGNUM GLOBAL FUND - REGULAR PLAN -GROWTH,Low to Moderate
103048, Nippon India Money Market Fund-Growth Plan-Growth Option,Low to Moderate
103049, Nippon India Money Market Fund-Growth Plan-Bonus Option,Low to Moderate
103050, NIPPON INDIA MONEY MARKET FUND - DAILY IDCW Option,Low to Moderate
103051, NIPPON INDIA MONEY MARKET FUND - WEEKLY IDCW Option,Low to Moderate
103052, NIPPON INDIA MONEY MARKET FUND - MONTHLY IDCW Option,Low to Moderate
103061, ICICI Prudential Blended Plan B -  Growth Option - I,Low to Moderate
103062, ICICI Prudential Blended Plan B -  Dividend Option - I,Low to Moderate
103085, Nippon India Value Fund- Growth Plan,Low to Moderate
103086, NIPPON INDIA VALUE FUND - IDCW Option,Low to Moderate
103110, Aditya Birla Sun Life India Gennext Fund -Regular - IDCW,Low to Moderate
103111, Aditya Birla Sun Life India Gennext Fund-Growth Option,Low to Moderate
103114, SBI Magnum Global Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),Low to Moderate
103130, HDFC Multi-Asset Fund - IDCW Option,Low to Moderate
103131, HDFC Multi-Asset Fund - Growth Option,Low to Moderate
103140, SBI Overnight Fund - Regular Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW),Low to Moderate
103145, SBI Magnum COMMA Fund - REGULAR PLAN - Growth,Low to Moderate
103146, SBI Magnum Comma Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),Low to Moderate
103149, ICICI Prudential Infrastructure Fund - Growth,Low to Moderate
103150, ICICI Prudential Infrastructure Fund - IDCW,Low to Moderate
103151, Franklin India Opportunities Fund - Growth,Low to Moderate
103154, Aditya Birla Sun Life Equity Hybrid95 Fund -Regular - IDCW,Low to Moderate
103155, Aditya Birla Sun Life Equity Hybrid95 Fund - Regular Plan-Growth,Low to Moderate
103158, Tata Treasury Advantage Fund Regular Plan - Weekly Payout of IDCW Option,Low to Moderate
103159, Tata Treasury Advantage Fund - Regular Plan - Growth Option,Low to Moderate
103160, Tata Treasury Advantage Fund Regular Plan - Daily Reinvestment of IDCW Option,Low to Moderate
103164, Aditya Birla Sun Life Tax Relief 96 -Regular - IDCW,Low to Moderate
103165, Aditya Birla Sun Life Flexi Cap Fund -Regular - IDCW,Low to Moderate
103166, Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,Low to Moderate
103167, Aditya Birla Sun Life Digital India Fund -Regular - IDCW,Low to Moderate
103168, Aditya Birla Sun Life Digital India Fund - Growth - Regular Plan,Low to Moderate
103173, Aditya Birla Sun Life Frontline Equity Fund-Regular - IDCW,Low to Moderate
103174, Aditya Birla Sun Life Frontline Equity Fund-Growth,Low to Moderate
103176, Aditya Birla Sun Life Banking & PSU Debt Fund - Retail Plan-Growth,Low to Moderate
103177, Aditya Birla Sun Life Income Fund-Plan A(Dividend),Low to Moderate
103178, Aditya Birla Sun Life Corporate Bond Fund - Growth - Regular Plan,Low to Moderate
103179, Aditya Birla Sun Life Income Fund-Plan D(54EA Dividend),Low to Moderate
103180, Aditya Birla Sun Life Income Fund-Plan E(54EA Growth),Low to Moderate
103181, Aditya Birla Sun Life Income Fund-PLan F(54EB Dividend),Low to Moderate
103182, Aditya Birla Sun Life Income Fund-Plan G(54EB Growth),Low to Moderate
103183, Aditya Birla Sun Life Corporate Bond Fund -REGULAR - MONTHLY IDCW,Low to Moderate
103191, Aditya Birla Sun Life Low Duration Fund -INSTITUTIONAL - DAILY IDCW,Low to Moderate
103192, Aditya Birla Sun Life Low Duration Fund - Growth Plan,Low to Moderate
103193, Aditya Birla Sun Life Low Duration Fund -REGULAR - WEEKLY IDCW,Low to Moderate
103194, Aditya Birla Sun Life Low Duration Fund -Institutional - weekly  IDCW,Low to Moderate
103195, Aditya Birla Sun Life Low Duration Fund - Institutional Plan - Growth,Low to Moderate
103196, Nippon India Tax Saver (ELSS) Fund-Growth Plan-Growth Option,Low to Moderate
103197, NIPPON INDIA TAX SAVER (ELSS) FUND - IDCW Option,Low to Moderate
103215, SBI Flexicap Fund - REGULAR PLAN -Growth Option,Low to Moderate
103216, SBI Flexicap Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),Low to Moderate
103225, quant Liquid Fund - Growth Option - Regular Plan,Low to Moderate
103226, quant Liquid Fund-Daily IDCW Option - Regular Plan,Low to Moderate
103227, quant Liquid Fund - Weekly IDCW Option - Regular Plan,Low to Moderate
103228, quant Liquid Fund - Monthly IDCW Option - Regular Plan,Low to Moderate
103233, Kotak Equity Opportunities Fund - Payout of Income Distribution cum capital withdrawal option,Low to Moderate
103234, Kotak Equity Opportunities Fund - Growth,Low to Moderate
103308, Aditya Birla Sun Life Focused Equity Fund -Regular - IDCW,Low to Moderate
103309, Aditya Birla Sun Life Focused Equity Fund -Growth Option,Low to Moderate
103312, ICICI Prudential Exports & Services Fund - Growth,Low to Moderate
103313, ICICI Prudential Exports & Services Fund - IDCW,Low to Moderate
103334, Principal Focused Multicap Fund-Half Yearly Income Distribution CUM Capital Withdrawal Option,Low to Moderate
103335, Principal Focused Multicap Fund-Growth Option,Low to Moderate
103338, Kotak Tax Saver-Scheme-Payout of Income Distribution cum capital withdrawal option,Low to Moderate
103339, Kotak Tax Saver-Scheme-Growth,Low to Moderate
103340, ICICI Prudential Liquid Fund - Growth,Low to Moderate
103341, ICICI Prudential Liquid Fund -Monthly IDCW,Low to Moderate
103342, ICICI Prudential Liquid Fund - Weekly IDCW,Low to Moderate
103343, ICICI Prudential Liquid Fund - Daily IDCW,Low to Moderate
103344, ICICI Prudential Liquid Fund - Institutional Option - I,Low to Moderate
103347, DSP Liquidity Fund - Regular Plan - Growth,Low to Moderate
103348, DSP Liquidity Fund - Regular Plan - IDCW - Weekly,Low to Moderate
103349, DSP Liquidity Fund- Regular Plan - IDCW - Daily,Low to Moderate
103360, Franklin India Smaller Companies Fund-Growth,Low to Moderate
103361, Franklin India Smaller Companies Fund - IDCW ,Low to Moderate
103389, CANARA ROBECO INFRASTRUCTURE FUND - REGULAR PLAN - IDCW (Payout/Reinvestment),Low to Moderate
103390, CANARA ROBECO INFRASTRUCTURE FUND - REGULAR PLAN - GROWTH OPTION,Low to Moderate
103392, Sundaram Money Fund Regular Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),Low to Moderate
103393, Sundaram Money Fund Regular Plan - Quarterly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),Low to Moderate
103394, Sundaram Money Fund Regular Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),Low to Moderate
103395, Sundaram Money Fund Regular Plan - Fortnightly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),Low to Moderate
103396, Sundaram Money Fund Regular Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),Low to Moderate
103397, Sundaram Money Fund Regular Plan - Growth,Low to Moderate
103400, SBI Multi Asset Allocation Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),Low to Moderate
103401, SBI Multi Asset Allocation Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),Low to Moderate
103406, HSBC Infrastructure Equity Fund - IDCW,Low to Moderate
103407, HSBC Infrastructure Equity Fund - Growth,Low to Moderate
103408, SBI MULTI ASSET ALLOCATION FUND - REGULAR PLAN - GROWTH,Low to Moderate
103409, SBI Multi Asset Allocation Fund - Regular Plan - Annual Income Distribution cum Capital Withdrawal Option (IDCW),Low to Moderate
103475, Aditya Birla Sun Life Infrastructure Fund -  Regular - IDCW,Low to Moderate
103476, Aditya Birla Sun Life Infrastructure Fund-Growth,Low to Moderate
103490, Quantum Long Term Equity Value Fund - Direct Plan Growth Option,Low to Moderate
103491, Quantum Long Term Equity Value Fund - Direct Plan IDCW,Low to Moderate
103504, SBI BLUE CHIP FUND-REGULAR PLAN GROWTH,Low to Moderate
103616, SBI Blue Chip Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),Low to Moderate
103633, ICICI Prudential Money Market Fund Option - Growth,Low to Moderate
103634, ICICI Prudential Money Market Fund Option - Daily IDCW,Low to Moderate
103635, ICICI Prudential Money Market Fund Option - Weekly IDCW,Low to Moderate
103636, ICICI Prudential Money Market Fund Option -Fortnightly IDCW,Low to Moderate
103637, ICICI Prudential Money Market Fund Option - Monthly IDCW,Low to Moderate
103678, Templeton India Equity Income Fund-Growth Plan,Low to Moderate
103679, Templeton India EQUITY INCOME FUND - IDCW ,Low to Moderate
103734, Quantum Liquid Fund - Direct Plan Growth Option,Low to Moderate
103735, Quantum Liquid Fund - Direct Plan Monthly IDCW,Low to Moderate
103736, Quantum Liquid Fund - Direct Plan Daily IDCW,Low to Moderate
103743, Sundaram Rural and Consumption Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW),Low to Moderate
